"";"Variable";"Stand_Beta"
"1";"F3amplitudeLogRelF0_sma3nz_stddevNorm";-0,0576762850762574
"2";"loudness_sma3_amean";0,0369415963703675
"3";"loudness_sma3_percentile50.0";0,036861008020234
"4";"hammarbergIndexV_sma3nz_amean";-0,00370008360937275
"5";"F1bandwidth_sma3nz_amean";-9,05270283896725e-05
